web-scraper-order,web-scraper-start-url,gen_inf,gen_inf-href,nom,prix,adresse,image_lien-src
"1739963959-147","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3335012","Veaux","250 000 CFA","location_on
              Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1739963963-148","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3336754","Perruches ondulées","12 000 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1739963967-149","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3341213","Chaton","40 000 CFA","location_on
              Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3341213_uploaded_image1_1631968364.jpg"
"1739963971-150","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/carpe-koi-3345713","Poisson d'aquarium","35 000 CFA","location_on
              Sénégal","https://images.coinafrique.com/thumb_863425_uploaded_image1_1566425287.55.png"
"1739963975-151","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/geniteur-holstein-3348819","Géniteur Holstein","2 200 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3348819_uploaded_image1_1632352628.jpg"
"1739963979-152","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-holstein-3348822","Taureaux Holstein","2 500 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3348822_uploaded_image1_1632352988.jpg"
"1739963984-153","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3350491","Veaux","250 000 CFA","location_on
              Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1739963987-154","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/autruchon-3357168","Autruchon","300 000 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3357168_uploaded_image1_1632871377.jpg"
"1739963991-155","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/caille-3360468","Cailles","2 000 CFA","location_on
              Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1739963996-156","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/couple-hermine-3369362","Couple hermine","20 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3369362_uploaded_image1_1633438173.jpg"
"1739963999-157","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/buf-3369906","","","",""
"1739964002-158","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3371486","Cailles","2 000 CFA","location_on
              Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1739964006-159","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-adulte-3372722","Paon bleu adulte","300 000 CFA","location_on
              Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3372722_uploaded_image1_1633568000.jpg"
"1739964008-160","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/trio-de-paon-bleu-3389732","Trio de paon bleu","450 000 CFA","location_on
              Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3389732_uploaded_image1_1634436997.jpg"
"1739964011-161","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3395087","Perruches ondulées","12 000 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1739964013-162","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3405018","Cailles","2 000 CFA","location_on
              Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1739964017-163","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3413662","Oie géant","450 000 CFA","location_on
              Mbour, Sénégal","https://images.coinafrique.com/thumb_3646953_uploaded_image1_1649560934.jpg"
"1739964019-164","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/paire-doie-3418166","","","",""
"1739964024-165","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/canards-3422543","Canards","20 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4056116_uploaded_image1_1674103896.jpg"
"1739964028-166","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-rouge-3425196","Couple dinde rouge","90 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3425196_uploaded_image1_1636231334.jpg"
"1739964032-167","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3448056","","","",""
"1739964036-168","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3450631","Chaton siamois","Prix sur demande","location_on
              Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3450631_uploaded_image1_1637664547.jpg"
"1739964041-169","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/dindes-3474757","Dindes","100 000 CFA","location_on
              Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169875_uploaded_image1_1681057517.jpg"
"1739964045-170","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/buf-3492877","","","",""
"1739964049-171","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3496368","Poussins  d’oies","35 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3569402_uploaded_image1_1644969388.jpg"
"1739964053-172","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/paon-3500261","Paon","350 000 CFA","location_on
              Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3500261_uploaded_image1_1640699224.jpg"
"1739964057-173","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3502571","Hamster","15 000 CFA","location_on
              Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1739964061-174","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3509381","","","",""
"1739964065-175","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-3515163","Chat persan chinchilla","Prix sur demande","location_on
              Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3515163_uploaded_image1_1641642618.jpg"
"1739964069-176","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3515231","Jeune cheval","Prix sur demande","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1739964073-177","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520065","Cochon dinde","45 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1739964080-178","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520078","Cochon dinde","45 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1739964088-179","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520084","Cochon dinde","45 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1739964096-180","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/bouc-espagnol-3523752","Bouc Espagnol","150 000 CFA","location_on
              Louga, Sénégal","https://images.coinafrique.com/thumb_3523752_uploaded_image1_1642113362.jpg"
"1739964103-181","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/hamsters-3525591","Hamster","15 000 CFA","location_on
              Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1739964107-182","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/jeune-cheval-3526170","Jeune cheval","Prix sur demande","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1739964117-183","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3544114","","","",""
"1739964123-184","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3569117","Cheval","500 000 CFA","location_on
              Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3569117_uploaded_image1_1644951974.jpg"
"1739964132-185","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/poussins-doies-3569402","","","",""
"1739964136-186","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/dinde-male-3575899","Dindons","175 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_4056115_uploaded_image1_1674103633.jpg"
"1739964141-187","https://sn.coinafrique.com/categorie/autres-animaux?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/poussin-caille-3576048","Poussin caille","500 CFA","location_on
              Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3576048_uploaded_image1_1645409801.jpg"
"1739964156-188","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/caille-3607957","Caille","8 000 CFA","location_on
              Kaolack, Sénégal","https://images.coinafrique.com/thumb_3607957_uploaded_image1_1647266236.jpg"
"1739964161-189","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chatons-3613416","Chaton Scotish Fold","750 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4540889_uploaded_image1_1705029103.jpg"
"1739964165-190","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/taurillon-laitier-3613432","Taurillon laitier","1 000 000 CFA","location_on
              Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3613432_uploaded_image1_1647552342.jpg"
"1739964170-191","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/cochons-3614166","Cochons","15 000 CFA","location_on
              Mbour, Sénégal","https://images.coinafrique.com/thumb_3614166_uploaded_image1_1647608880.jpg"
"1739964177-192","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3615764","Hamster","15 000 CFA","location_on
              Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1739964182-193","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3634435","Chaton angora","180 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4102298_uploaded_image1_1676900131.jpg"
"1739964193-194","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645462","Boeuf","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_5179428_uploaded_image1_1739207935.jpg"
"1739964199-195","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645463","Boeuf","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_5179428_uploaded_image1_1739207935.jpg"
"1739964203-196","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3646953","Oie géant","450 000 CFA","location_on
              Mbour, Sénégal","https://images.coinafrique.com/thumb_3646953_uploaded_image1_1649560934.jpg"
"1739964206-197","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/boeufs-3651241","Boeuf","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_5179428_uploaded_image1_1739207935.jpg"
"1739964210-198","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3671821","Chaton Gimalayen Siamois","250 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg"
"1739964212-199","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-grand-haras-3672216","Perroquet grand Haras","Prix sur demande","location_on
              Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672216_uploaded_image2_1651097217.jpeg"
"1739964216-200","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/caille-3679001","Caille","2 000 CFA","location_on
              Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3679001_uploaded_image1_1651592167.jpg"
"1739964220-201","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3681874","Chaton angora","180 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4102298_uploaded_image1_1676900131.jpg"
"1739964222-202","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/paire-colverts-de-rouen-3686752","Paire colverts de Rouen","15 000 CFA","location_on
              Mboro, Sénégal","https://images.coinafrique.com/thumb_3686752_uploaded_image1_1652029317.jpg"
"1739964225-203","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3689324","Hamster","15 000 CFA","location_on
              Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1739964230-204","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3691179","Boeuf","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_5179428_uploaded_image1_1739207935.jpg"
"1739964233-205","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3693176","Perruches ondulées","12 000 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1739964237-206","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/oie-3719072","Oies","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_4064457_uploaded_image1_1674641302.jpg"
"1739964249-207","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/vache-3734952","vache","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1739964257-208","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/couple-cochons-dinde-3738425","","","",""
"1739964267-209","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/sacs-de-foin-ngogne-3747916","Sacs de foin - Ngogne","5 000 CFA","location_on
              Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3747916_uploaded_image1_1655548507.jpg"
"1739964272-210","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/canard-3761752","Canard","Prix sur demande","location_on
              Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3761752_uploaded_image1_1656414791.jpg"
"1739964276-211","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969","Paire Oie","130 000 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3763969_uploaded_image1_1656542478.jpg"
"1739964286-212","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","Oiseaux exotiques","Prix sur demande","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3773129_uploaded_image1_1657027947.jpg"
"1739964293-213","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","Veaux","200 000 CFA","location_on
              Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3775233_uploaded_image1_1657130525.jpg"
"1739964297-214","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809","Couple Hamster","45 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3779809_uploaded_image1_1657474571.jpg"
"1739964304-215","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","Hamster dorée","15 000 CFA","location_on
              Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110101_uploaded_image1_1677403384.jpg"
"1739964310-216","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","Veau","300 000 CFA","location_on
              Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3784229_uploaded_image1_1657796861.jpg"
"1739964314-217","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","Caille","15 000 CFA","location_on
              Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5182728_uploaded_image1_1739380241.jpg"
"1739964327-218","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","","","",""
"1739964331-219","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Peruche ondulée","10 000 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3803986_uploaded_image1_1659036881.jpg"
"1739964339-220","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/vache-3804681","Vache","1 000 000 CFA","location_on
              Bambey, Sénégal","https://images.coinafrique.com/thumb_3804681_uploaded_image1_1659094431.jpg"
"1739964348-221","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-3814562","Hamster dorée","15 000 CFA","location_on
              Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110101_uploaded_image1_1677403384.jpg"
"1739964358-222","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/buf-3817866","","","",""
"1739964367-223","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/buf-3819174","","","",""
"1739964374-224","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/vache-3850590","Vache","65 000 CFA","location_on
              Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3850590_uploaded_image1_1661716395.jpg"
"1739964378-225","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/cobaye-male-3868453","","","",""
"1739964381-226","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/ufs-3862604","","","",""
"1739964387-227","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/paon-3901686","Paon","140 000 CFA","location_on
              Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4804686_uploaded_image1_1718999173.jpg"
"1739964391-228","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3905361","Cailles","2 500 CFA","location_on
              Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3905361_uploaded_image1_1664880986.jpg"
"1739964395-229","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-3915043","Chaton Scotish Fold","750 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4540889_uploaded_image1_1705029103.jpg"
"1739964399-230","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/paons-bleus-3916692","Paons bleus","400 000 CFA","location_on
              Mbour, Sénégal","https://images.coinafrique.com/thumb_3916692_uploaded_image1_1665568760.jpg"
"1739964401-231","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/buf-3916720","","","",""
"1739964404-232","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/anes-3916725","Anes","500 000 CFA","location_on
              Mbour, Sénégal","https://images.coinafrique.com/thumb_3916725_uploaded_image1_1665569939.jpg"
"1739964407-233","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-3922652","Poisson Aquarium","8 500 CFA","location_on
              Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1739964410-234","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3956243","Dinde","45 000 CFA","location_on
              Touba, Sénégal","https://images.coinafrique.com/thumb_4170236_uploaded_image1_1681079402.jpg"
"1739964414-235","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/paon-3956247","Paon","400 CFA","location_on
              Touba, Sénégal","https://images.coinafrique.com/thumb_4226444_uploaded_image1_1684797786.jpg"
"1739964417-236","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3968286","Perruches ondulées","12 000 CFA","location_on
              Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1739964420-237","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chevre-3985611","Chèvre","50 000 CFA","location_on
              Dakar, Sénégal","https://images.coinafrique.com/thumb_3985611_uploaded_image1_1669761997.jpg"
"1739964423-238","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3991901","","","",""
"1739964427-239","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4001249","","","",""
"1739964429-240","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-hymalayen-4002094","Chat persan hymalayen","350 000 CFA","location_on
              Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4002094_uploaded_image1_1670612752.jpg"
"1739964432-241","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4004300","Chaton Persan","400 000 CFA","location_on
              Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4004300_uploaded_image1_1670782309.jpg"
"1739964435-242","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-roseicollis-4006084","Perroquet inséparable","60 000 CFA","location_on
              Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4724298_uploaded_image1_1714756962.jpg"
"1739964439-243","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/vache-4015081","vache","Prix sur demande","location_on
              Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1739964441-244","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/jument-4029052","Jument","550 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4029052_uploaded_image1_1672496436.jpg"
"1739964444-245","https://sn.coinafrique.com/categorie/autres-animaux?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4029054","Cheval","450 000 CFA","location_on
              Thies, Sénégal","https://images.coinafrique.com/thumb_4029054_uploaded_image1_1672496527.jpg"
